date,state,fips,cases,deaths,population,Confirmedbypop,Fatality
2020-02-13,Texas,48,2,0,1059361,0,0
2020-02-13,Washington,53,1,0,28995881,0,0
2020-02-13,Wisconsin,55,1,0,623989,0,0
2020-02-14,Arizona,04,1,0,125580448,0,0
2020-02-14,California,06,7,0,4903185,0,0
2020-02-14,Illinois,17,2,0,21477737,0,0
2020-02-14,Massachusetts,25,1,0,4467673,0,0
2020-02-14,Texas,48,2,0,1059361,0,0
2020-02-14,Washington,53,1,0,28995881,0,0
2020-02-14,Wisconsin,55,1,0,623989,0,0
2020-02-15,Arizona,04,1,0,125580448,0,0
2020-02-15,California,06,7,0,4903185,0,0
2020-02-15,Illinois,17,2,0,21477737,0,0
2020-02-15,Massachusetts,25,1,0,4467673,0,0
2020-02-15,Texas,48,2,0,1059361,0,0
2020-02-15,Washington,53,1,0,28995881,0,0
2020-02-15,Wisconsin,55,1,0,623989,0,0
2020-02-16,Arizona,04,1,0,125580448,0,0
2020-02-16,California,06,7,0,4903185,0,0
2020-02-16,Illinois,17,2,0,21477737,0,0
2020-02-16,Massachusetts,25,1,0,4467673,0,0
2020-02-16,Texas,48,2,0,1059361,0,0
2020-02-16,Washington,53,1,0,28995881,0,0
2020-02-16,Wisconsin,55,1,0,623989,0,0
2020-02-17,Arizona,04,1,0,125580448,0,0
2020-02-17,California,06,7,0,4903185,0,0
2020-02-17,Illinois,17,2,0,21477737,0,0
2020-02-17,Massachusetts,25,1,0,4467673,0,0
2020-02-17,Nebraska,31,10,0,5639632,0,0
2020-02-17,Texas,48,2,0,1059361,0,0
2020-02-17,Washington,53,1,0,28995881,0,0
2020-02-17,Wisconsin,55,1,0,623989,0,0
2020-02-18,Arizona,04,1,0,125580448,0,0
2020-02-18,California,06,7,0,4903185,0,0
2020-02-18,Illinois,17,2,0,21477737,0,0
2020-02-18,Massachusetts,25,1,0,4467673,0,0
2020-02-18,Nebraska,31,10,0,5639632,0,0
2020-02-18,Texas,48,2,0,1059361,0,0
2020-02-18,Washington,53,1,0,28995881,0,0
2020-02-18,Wisconsin,55,1,0,623989,0,0
2020-02-19,Arizona,04,1,0,125580448,0,0
2020-02-19,California,06,7,0,4903185,0,0
2020-02-19,Illinois,17,2,0,21477737,0,0
2020-02-19,Massachusetts,25,1,0,4467673,0,0
2020-02-19,Nebraska,31,10,0,5639632,0,0
2020-02-19,Texas,48,2,0,1059361,0,0
2020-02-19,Washington,53,1,0,28995881,0,0
2020-02-19,Wisconsin,55,1,0,623989,0,0
2020-02-20,Arizona,04,1,0,125580448,0,0
2020-02-20,California,06,8,0,4903185,0,0
2020-02-20,Illinois,17,2,0,21477737,0,0
2020-02-20,Massachusetts,25,1,0,4467673,0,0
2020-02-20,Nebraska,31,11,0,5639632,0,0
2020-02-20,Texas,48,2,0,1059361,0,0
2020-02-20,Washington,53,1,0,28995881,0,0
2020-02-20,Wisconsin,55,1,0,623989,0,0
2020-02-21,Arizona,04,1,0,125580448,0,0
2020-02-21,California,06,9,0,4903185,0,0
2020-02-21,Illinois,17,2,0,21477737,0,0
2020-02-21,Massachusetts,25,1,0,4467673,0,0
2020-02-21,Nebraska,31,11,0,5639632,0,0
2020-02-21,Texas,48,4,0,1059361,0,0
2020-02-21,Washington,53,1,0,28995881,0,0
2020-02-21,Wisconsin,55,1,0,623989,0,0
2020-02-22,Arizona,04,1,0,125580448,0,0
2020-02-22,California,06,9,0,4903185,0,0
2020-02-22,Illinois,17,2,0,21477737,0,0
2020-02-22,Massachusetts,25,1,0,4467673,0,0
2020-02-22,Nebraska,31,11,0,5639632,0,0
2020-02-22,Texas,48,4,0,1059361,0,0
2020-02-22,Washington,53,1,0,28995881,0,0
2020-02-22,Wisconsin,55,1,0,623989,0,0
2020-02-23,Arizona,04,1,0,125580448,0,0
2020-02-23,California,06,9,0,4903185,0,0
2020-02-23,Illinois,17,2,0,21477737,0,0
2020-02-23,Massachusetts,25,1,0,4467673,0,0
2020-02-23,Nebraska,31,11,0,5639632,0,0
2020-02-23,Texas,48,4,0,1059361,0,0
2020-02-23,Washington,53,1,0,28995881,0,0
2020-02-23,Wisconsin,55,1,0,623989,0,0
2020-02-24,Arizona,04,1,0,125580448,0,0
2020-02-24,California,06,11,0,4903185,0,0
2020-02-24,Illinois,17,2,0,21477737,0,0
2020-02-24,Massachusetts,25,1,0,4467673,0,0
2020-02-24,Nebraska,31,12,0,5639632,0,0
2020-02-24,Texas,48,10,0,1059361,0,0
2020-02-24,Washington,53,5,0,28995881,0,0
2020-02-24,Wisconsin,55,1,0,623989,0,0
2020-02-25,Arizona,04,1,0,125580448,0,0
2020-02-25,California,06,11,0,4903185,0,0
2020-02-25,Illinois,17,2,0,21477737,0,0
2020-02-25,Massachusetts,25,1,0,4467673,0,0
2020-02-25,Nebraska,31,13,0,5639632,0,0
2020-02-25,Texas,48,10,0,1059361,0,0
2020-02-25,Utah,49,1,0,5148714,0,0
2020-02-25,Washington,53,5,0,28995881,0,0
2020-02-25,Wisconsin,55,1,0,623989,0,0
2020-02-26,Arizona,04,1,0,125580448,0,0
2020-02-26,California,06,26,0,4903185,0,0
2020-02-26,Illinois,17,2,0,21477737,0,0
2020-02-26,Massachusetts,25,1,0,4467673,0,0
2020-02-26,Nebraska,31,13,0,5639632,0,0
2020-02-26,Texas,48,10,0,1059361,0,0
2020-02-26,Utah,49,1,0,5148714,0,0
2020-02-26,Washington,53,5,0,28995881,0,0
2020-02-26,Wisconsin,55,1,0,623989,0,0
2020-02-27,Arizona,04,1,0,125580448,0,0
2020-02-27,California,06,26,0,4903185,0,0
2020-02-27,Illinois,17,2,0,21477737,0,0
2020-02-27,Massachusetts,25,1,0,4467673,0,0
2020-02-27,Nebraska,31,13,0,5639632,0,0
2020-02-27,Texas,48,10,0,1059361,0,0
2020-02-27,Utah,49,1,0,5148714,0,0
2020-02-27,Washington,53,5,0,28995881,0,0
2020-02-27,Wisconsin,55,1,0,623989,0,0
2020-02-28,Arizona,04,1,0,125580448,0,0
2020-02-28,California,06,27,0,4903185,0,0
2020-02-28,Illinois,17,2,0,21477737,0,0
2020-02-28,Massachusetts,25,1,0,4467673,0,0
2020-02-28,Nebraska,31,13,0,5639632,0,0
2020-02-28,Oregon,41,1,0,10488084,0,0
2020-02-28,Texas,48,11,0,1059361,0,0
2020-02-28,Utah,49,1,0,5148714,0,0
2020-02-28,Washington,53,7,0,28995881,0,0
2020-02-28,Wisconsin,55,1,0,623989,0,0
2020-02-29,Arizona,04,1,0,125580448,0,0
2020-02-29,California,06,28,0,4903185,0,0
2020-02-29,Illinois,17,3,0,21477737,0,0
2020-02-29,Massachusetts,25,1,0,4467673,0,0
2020-02-29,Nebraska,31,13,0,5639632,0,0
2020-02-29,Oregon,41,1,0,10488084,0,0
2020-02-29,Texas,48,11,0,1059361,0,0
2020-02-29,Utah,49,1,0,5148714,0,0
2020-02-29,Washington,53,10,1,28995881,0,0.1
2020-02-29,Wisconsin,55,1,0,623989,0,0
2020-03-01,Arizona,04,1,0,125580448,0,0
2020-03-01,California,06,33,0,4903185,0,0
2020-03-01,Florida,12,2,0,5758736,0,0
2020-03-01,Illinois,17,3,0,21477737,0,0
2020-03-01,Massachusetts,25,1,0,4467673,0,0
2020-03-01,Nebraska,31,13,0,5639632,0,0
2020-03-01,New York,36,1,0,3080156,0,0
2020-03-01,Oregon,41,2,0,10488084,0,0
2020-03-01,Rhode Island,44,2,0,11689100,0,0
2020-03-01,Texas,48,11,0,1059361,0,0
2020-03-01,Utah,49,1,0,5148714,0,0
2020-03-01,Washington,53,17,3,28995881,0,0.176
2020-03-01,Wisconsin,55,1,0,623989,0,0
2020-03-02,Arizona,04,1,0,125580448,0,0
2020-03-02,California,06,38,0,4903185,0,0
2020-03-02,Florida,12,2,0,5758736,0,0
2020-03-02,Georgia,13,2,0,3565287,0,0
2020-03-02,Illinois,17,4,0,21477737,0,0
2020-03-02,Massachusetts,25,2,0,4467673,0,0
2020-03-02,Nebraska,31,13,0,5639632,0,0
2020-03-02,New Hampshire,33,1,0,6137428,0,0
2020-03-02,New York,36,1,0,3080156,0,0
2020-03-02,Oregon,41,2,0,10488084,0,0
2020-03-02,Rhode Island,44,2,0,11689100,0,0
2020-03-02,Texas,48,11,0,1059361,0,0
2020-03-02,Utah,49,1,0,5148714,0,0
2020-03-02,Washington,53,23,6,28995881,0,0.261
2020-03-02,Wisconsin,55,1,0,623989,0,0
2020-03-03,Arizona,04,2,0,125580448,0,0
2020-03-03,California,06,45,0,4903185,0,0
2020-03-03,Florida,12,3,0,5758736,0,0
2020-03-03,Georgia,13,2,0,3565287,0,0
2020-03-03,Illinois,17,4,0,21477737,0,0
2020-03-03,Massachusetts,25,2,0,4467673,0,0
2020-03-03,Nebraska,31,13,0,5639632,0,0
2020-03-03,New Hampshire,33,2,0,6137428,0,0
2020-03-03,New York,36,2,0,3080156,0,0
2020-03-03,North Carolina,37,1,0,1359711,0,0
2020-03-03,Oregon,41,2,0,10488084,0,0
2020-03-03,Rhode Island,44,2,0,11689100,0,0
2020-03-03,Texas,48,11,0,1059361,0,0
2020-03-03,Utah,49,1,0,5148714,0,0
2020-03-03,Washington,53,32,10,28995881,0,0.312
2020-03-03,Wisconsin,55,1,0,623989,0,0
2020-03-04,Arizona,04,2,0,125580448,0,0
2020-03-04,California,06,55,1,4903185,0,0.018
2020-03-04,Florida,12,3,0,5758736,0,0
2020-03-04,Georgia,13,2,0,3565287,0,0
2020-03-04,Illinois,17,4,0,21477737,0,0
2020-03-04,Massachusetts,25,2,0,4467673,0,0
2020-03-04,Nebraska,31,13,0,5639632,0,0
2020-03-04,New Hampshire,33,2,0,6137428,0,0
2020-03-04,New Jersey,34,1,0,1068778,0,0
2020-03-04,New York,36,11,0,3080156,0,0
2020-03-04,North Carolina,37,1,0,1359711,0,0
2020-03-04,Oregon,41,2,0,10488084,0,0
2020-03-04,Rhode Island,44,2,0,11689100,0,0
2020-03-04,Texas,48,12,0,1059361,0,0
2020-03-04,Utah,49,1,0,5148714,0,0
2020-03-04,Washington,53,47,11,28995881,0,0.234
2020-03-04,Wisconsin,55,1,0,623989,0,0
2020-03-05,Arizona,04,2,0,125580448,0,0
2020-03-05,California,06,67,1,4903185,0,0.015
2020-03-05,Colorado,08,2,0,731545,0,0
2020-03-05,Florida,12,4,0,5758736,0,0
2020-03-05,Georgia,13,2,0,3565287,0,0
2020-03-05,Illinois,17,5,0,21477737,0,0
2020-03-05,Maryland,24,3,0,2913314,0,0
2020-03-05,Massachusetts,25,3,0,4467673,0,0
2020-03-05,Nebraska,31,13,0,5639632,0,0
2020-03-05,Nevada,32,2,0,2976149,0,0
2020-03-05,New Hampshire,33,2,0,6137428,0,0
2020-03-05,New Jersey,34,2,0,1068778,0,0
2020-03-05,New York,36,22,0,3080156,0,0
2020-03-05,North Carolina,37,1,0,1359711,0,0
2020-03-05,Oregon,41,2,0,10488084,0,0
2020-03-05,Rhode Island,44,2,0,11689100,0,0
2020-03-05,Tennessee,47,1,0,12801989,0,0
2020-03-05,Texas,48,16,0,1059361,0,0
2020-03-05,Utah,49,1,0,5148714,0,0
2020-03-05,Washington,53,75,11,28995881,0,0.147
2020-03-05,Wisconsin,55,1,0,623989,0,0
2020-03-06,Arizona,04,3,0,125580448,0,0
2020-03-06,California,06,81,1,4903185,0,0.012
2020-03-06,Colorado,08,8,0,731545,0,0
2020-03-06,Florida,12,7,2,5758736,0,0.286
2020-03-06,Georgia,13,3,0,3565287,0,0
2020-03-06,Hawaii,15,1,0,973764,0,0
2020-03-06,Illinois,17,6,0,21477737,0,0
2020-03-06,Indiana,18,1,0,10617423,0,0
2020-03-06,Kentucky,21,1,0,12671821,0,0
2020-03-06,Maryland,24,3,0,2913314,0,0
2020-03-06,Massachusetts,25,8,0,4467673,0,0
2020-03-06,Minnesota,27,1,0,1344212,0,0
2020-03-06,Nebraska,31,14,0,5639632,0,0
2020-03-06,Nevada,32,2,0,2976149,0,0
2020-03-06,New Hampshire,33,2,0,6137428,0,0
2020-03-06,New Jersey,34,4,0,1068778,0,0
2020-03-06,New York,36,44,0,3080156,0,0
2020-03-06,North Carolina,37,2,0,1359711,0,0
2020-03-06,Oklahoma,40,1,0,19453561,0,0
2020-03-06,Oregon,41,2,0,10488084,0,0
2020-03-06,Pennsylvania,42,2,0,762062,0,0
2020-03-06,Rhode Island,44,3,0,11689100,0,0
2020-03-06,South Carolina,45,2,0,3956971,0,0
2020-03-06,Tennessee,47,1,0,12801989,0,0
2020-03-06,Texas,48,19,0,1059361,0,0
2020-03-06,Utah,49,3,0,5148714,0,0
2020-03-06,Washington,53,86,12,28995881,0,0.14
2020-03-06,Wisconsin,55,1,0,623989,0,0
2020-03-07,Arizona,04,5,0,125580448,0,0
2020-03-07,California,06,100,1,4903185,0,0.01
2020-03-07,Colorado,08,8,0,731545,0,0
2020-03-07,District of Columbia,11,1,0,39512223,0,0
2020-03-07,Florida,12,12,2,5758736,0,0.167
2020-03-07,Georgia,13,7,0,3565287,0,0
2020-03-07,Hawaii,15,1,0,973764,0,0
2020-03-07,Illinois,17,6,0,21477737,0,0
2020-03-07,Indiana,18,1,0,10617423,0,0
2020-03-07,Kansas,20,1,0,1787065,0,0
2020-03-07,Kentucky,21,1,0,12671821,0,0
2020-03-07,Maryland,24,3,0,2913314,0,0
2020-03-07,Massachusetts,25,13,0,4467673,0,0
2020-03-07,Minnesota,27,1,0,1344212,0,0
2020-03-07,Missouri,29,1,0,6892503,0,0
2020-03-07,Nebraska,31,14,0,5639632,0,0
2020-03-07,Nevada,32,2,0,2976149,0,0
2020-03-07,New Hampshire,33,4,0,6137428,0,0
2020-03-07,New Jersey,34,4,0,1068778,0,0
2020-03-07,New York,36,89,0,3080156,0,0
2020-03-07,North Carolina,37,2,0,1359711,0,0
2020-03-07,Oklahoma,40,1,0,19453561,0,0
2020-03-07,Oregon,41,6,0,10488084,0,0
2020-03-07,Pennsylvania,42,4,0,762062,0,0
2020-03-07,Rhode Island,44,3,0,11689100,0,0
2020-03-07,South Carolina,45,2,0,3956971,0,0
2020-03-07,Tennessee,47,1,0,12801989,0,0
2020-03-07,Texas,48,19,0,1059361,0,0
2020-03-07,Utah,49,3,0,5148714,0,0
2020-03-07,Vermont,50,1,0,884659,0,0
2020-03-07,Virginia,51,1,0,6829174,0,0
2020-03-07,Washington,53,110,16,28995881,0,0.145
2020-03-07,Wisconsin,55,1,0,623989,0,0
2020-03-08,Arizona,04,5,0,125580448,0,0
2020-03-08,California,06,112,1,4903185,0,0.009
2020-03-08,Colorado,08,8,0,731545,0,0
2020-03-08,Connecticut,09,1,0,7278717,0,0
2020-03-08,District of Columbia,11,1,0,39512223,0,0
2020-03-08,Florida,12,13,2,5758736,0,0.154
2020-03-08,Georgia,13,11,0,3565287,0,0
2020-03-08,Hawaii,15,2,0,973764,0,0
2020-03-08,Illinois,17,7,0,21477737,0,0
2020-03-08,Indiana,18,2,0,10617423,0,0
2020-03-08,Iowa,19,3,0,1415872,0,0
2020-03-08,Kansas,20,1,0,1787065,0,0
2020-03-08,Kentucky,21,4,0,12671821,0,0
2020-03-08,Maryland,24,5,0,2913314,0,0
2020-03-08,Massachusetts,25,28,0,4467673,0,0
2020-03-08,Minnesota,27,2,0,1344212,0,0
2020-03-08,Missouri,29,1,0,6892503,0,0
2020-03-08,Nebraska,31,16,0,5639632,0,0
2020-03-08,Nevada,32,4,0,2976149,0,0
2020-03-08,New Hampshire,33,4,0,6137428,0,0
2020-03-08,New Jersey,34,6,0,1068778,0,0
2020-03-08,New York,36,106,0,3080156,0,0
2020-03-08,North Carolina,37,2,0,1359711,0,0
2020-03-08,Oklahoma,40,1,0,19453561,0,0
2020-03-08,Oregon,41,13,0,10488084,0,0
2020-03-08,Pennsylvania,42,6,0,762062,0,0
2020-03-08,Rhode Island,44,3,0,11689100,0,0
2020-03-08,South Carolina,45,6,0,3956971,0,0
2020-03-08,Tennessee,47,3,0,12801989,0,0
2020-03-08,Texas,48,23,0,1059361,0,0
2020-03-08,Utah,49,3,0,5148714,0,0
2020-03-08,Vermont,50,1,0,884659,0,0
2020-03-08,Virginia,51,2,0,6829174,0,0
2020-03-08,Washington,53,141,19,28995881,0,0.135
2020-03-08,Wisconsin,55,1,0,623989,0,0
2020-03-09,Arizona,04,6,0,125580448,0,0
2020-03-09,California,06,172,2,4903185,0,0.012
2020-03-09,Colorado,08,12,0,731545,0,0
2020-03-09,Connecticut,09,2,0,7278717,0,0
2020-03-09,District of Columbia,11,4,0,39512223,0,0
2020-03-09,Florida,12,14,2,5758736,0,0.143
2020-03-09,Georgia,13,17,0,3565287,0,0
2020-03-09,Hawaii,15,2,0,973764,0,0
2020-03-09,Illinois,17,11,0,21477737,0,0
2020-03-09,Indiana,18,4,0,10617423,0,0
2020-03-09,Iowa,19,8,0,1415872,0,0
2020-03-09,Kansas,20,1,0,1787065,0,0
2020-03-09,Kentucky,21,5,0,12671821,0,0
2020-03-09,Louisiana,22,1,0,6732219,0,0
2020-03-09,Maryland,24,6,0,2913314,0,0
2020-03-09,Massachusetts,25,41,0,4467673,0,0
2020-03-09,Minnesota,27,2,0,1344212,0,0
2020-03-09,Missouri,29,1,0,6892503,0,0
2020-03-09,Nebraska,31,16,0,5639632,0,0
2020-03-09,Nevada,32,4,0,2976149,0,0
2020-03-09,New Hampshire,33,4,0,6137428,0,0
2020-03-09,New Jersey,34,11,0,1068778,0,0
2020-03-09,New York,36,142,0,3080156,0,0
2020-03-09,North Carolina,37,7,0,1359711,0,0
2020-03-09,Ohio,39,3,0,2096829,0,0
2020-03-09,Oklahoma,40,1,0,19453561,0,0
2020-03-09,Oregon,41,13,0,10488084,0,0
2020-03-09,Pennsylvania,42,10,0,762062,0,0
2020-03-09,Rhode Island,44,3,0,11689100,0,0
2020-03-09,South Carolina,45,7,0,3956971,0,0
2020-03-09,Tennessee,47,4,0,12801989,0,0
2020-03-09,Texas,48,24,0,1059361,0,0
2020-03-09,Utah,49,3,0,5148714,0,0
2020-03-09,Vermont,50,1,0,884659,0,0
2020-03-09,Virginia,51,5,0,6829174,0,0
2020-03-09,Washington,53,179,22,28995881,0,0.123
2020-03-09,Wisconsin,55,2,0,623989,0,0
2020-03-10,Arizona,04,6,0,125580448,0,0
2020-03-10,California,06,179,3,4903185,0,0.017
2020-03-10,Colorado,08,17,0,731545,0,0
2020-03-10,Connecticut,09,2,0,7278717,0,0
2020-03-10,District of Columbia,11,4,0,39512223,0,0
2020-03-10,Florida,12,23,2,5758736,0,0.087
2020-03-10,Georgia,13,22,0,3565287,0,0
2020-03-10,Hawaii,15,2,0,973764,0,0
2020-03-10,Illinois,17,19,0,21477737,0,0
2020-03-10,Indiana,18,6,0,10617423,0,0
2020-03-10,Iowa,19,13,0,1415872,0,0
2020-03-10,Kansas,20,1,0,1787065,0,0
2020-03-10,Kentucky,21,7,0,12671821,0,0
2020-03-10,Louisiana,22,6,0,6732219,0,0
2020-03-10,Maryland,24,9,0,2913314,0,0
2020-03-10,Massachusetts,25,92,0,4467673,0,0
2020-03-10,Michigan,26,2,0,4648794,0,0
2020-03-10,Minnesota,27,3,0,1344212,0,0
2020-03-10,Missouri,29,1,0,6892503,0,0
2020-03-10,Nebraska,31,17,0,5639632,0,0
2020-03-10,Nevada,32,4,0,2976149,0,0
2020-03-10,New Hampshire,33,5,0,6137428,0,0
2020-03-10,New Jersey,34,15,1,1068778,0,0.067
2020-03-10,New York,36,173,0,3080156,0,0
2020-03-10,North Carolina,37,7,0,1359711,0,0
2020-03-10,Ohio,39,3,0,2096829,0,0
2020-03-10,Oklahoma,40,2,0,19453561,0,0
2020-03-10,Oregon,41,14,0,10488084,0,0
2020-03-10,Pennsylvania,42,12,0,762062,0,0
2020-03-10,Rhode Island,44,5,0,11689100,0,0
2020-03-10,South Carolina,45,9,0,3956971,0,0
2020-03-10,South Dakota,46,5,1,4217737,0,0.2
2020-03-10,Tennessee,47,7,0,12801989,0,0
2020-03-10,Texas,48,31,0,1059361,0,0
2020-03-10,Utah,49,4,0,5148714,0,0
2020-03-10,Vermont,50,1,0,884659,0,0
2020-03-10,Virginia,51,8,0,6829174,0,0
2020-03-10,Washington,53,279,24,28995881,0,0.086
2020-03-10,Wisconsin,55,3,0,623989,0,0
2020-03-11,Arizona,04,9,0,125580448,0,0
2020-03-11,Arkansas,05,1,0,78347268,0,0
2020-03-11,California,06,202,4,4903185,0,0.02
2020-03-11,Colorado,08,34,0,731545,0,0
2020-03-11,Connecticut,09,3,0,7278717,0,0
2020-03-11,Delaware,10,1,0,3017804,0,0
2020-03-11,District of Columbia,11,10,0,39512223,0,0
2020-03-11,Florida,12,26,2,5758736,0,0.077
2020-03-11,Georgia,13,31,0,3565287,0,0
2020-03-11,Hawaii,15,2,0,973764,0,0
2020-03-11,Illinois,17,25,0,21477737,0,0
2020-03-11,Indiana,18,11,0,10617423,0,0
2020-03-11,Iowa,19,14,0,1415872,0,0
2020-03-11,Kansas,20,1,0,1787065,0,0
2020-03-11,Kentucky,21,7,0,12671821,0,0
2020-03-11,Louisiana,22,13,0,6732219,0,0
2020-03-11,Maryland,24,13,0,2913314,0,0
2020-03-11,Massachusetts,25,95,0,4467673,0,0
2020-03-11,Michigan,26,2,0,4648794,0,0
2020-03-11,Minnesota,27,5,0,1344212,0,0
2020-03-11,Mississippi,28,1,0,6045680,0,0
2020-03-11,Missouri,29,1,0,6892503,0,0
2020-03-11,Nebraska,31,23,0,5639632,0,0
2020-03-11,Nevada,32,7,0,2976149,0,0
2020-03-11,New Hampshire,33,5,0,6137428,0,0
2020-03-11,New Jersey,34,23,1,1068778,0,0.043
2020-03-11,New Mexico,35,4,0,1934408,0,0
2020-03-11,New York,36,217,0,3080156,0,0
2020-03-11,North Carolina,37,8,0,1359711,0,0
2020-03-11,North Dakota,38,1,0,8882190,0,0
2020-03-11,Ohio,39,4,0,2096829,0,0
2020-03-11,Oklahoma,40,2,0,19453561,0,0
2020-03-11,Oregon,41,20,0,10488084,0,0
2020-03-11,Pennsylvania,42,16,0,762062,0,0
2020-03-11,Rhode Island,44,5,0,11689100,0,0
2020-03-11,South Carolina,45,10,0,3956971,0,0
2020-03-11,South Dakota,46,8,1,4217737,0,0.125
2020-03-11,Tennessee,47,8,0,12801989,0,0
2020-03-11,Texas,48,33,0,1059361,0,0
2020-03-11,Utah,49,5,0,5148714,0,0
